chromosome,start,end,coverage
XII,461362,461364,2161
XII,461365,461367,2162
XII,461375,461376,1853
XII,461376,461378,1851
XII,461384,461385,2084
XII,461385,461386,2083
XII,461388,461390,1966
XII,461390,461392,1949
XII,461395,461397,1918
XII,461399,461400,2025
XII,461400,461401,2021
XII,461447,461449,2010
XII,461449,461450,2007
XII,461450,461451,2008
XII,461487,461488,2084
XII,461488,461489,2087
XII,461489,461490,2072
XII,461490,461491,2076
XII,461497,461498,2208
XII,461498,461499,2211
XII,461507,461509,2175
XII,461510,461511,1964
XII,461511,461512,1962
XII,461526,461527,2282
XII,461527,461528,2283
XII,461530,461532,2205
XII,461534,461535,2066
XII,461535,461536,2067
XII,461550,461552,2179
XII,461573,461574,2339
XII,461574,461575,2335
XII,461592,461594,2271
XII,461597,461599,2344
XII,461602,461603,2434
XII,461606,461608,2481
XII,461608,461609,2482
XII,461623,461625,2479
XII,461630,461632,2431
XII,461649,461652,2365
XII,461693,461694,2489
XII,461694,461695,2490
XII,461700,461701,2282
XII,461701,461702,2289
XII,461729,461730,2503
XII,461730,461731,2502
XII,461736,461739,2597
XII,461765,461766,2611
XII,461773,461774,2575
XII,461774,461776,2574
XII,461777,461779,2578
XII,461795,461797,2598
XII,461806,461808,2585
XII,461811,461813,2382
XII,461816,461818,2422
XII,461853,461855,2523
XII,461887,461889,2249
XII,461900,461902,2122
XII,461907,461909,2408
XII,461913,461915,2408
XII,461926,461927,2406
XII,461927,461928,2407
XII,461941,461942,2501
XII,461942,461943,2500
XII,461959,461961,2413
XII,461967,461969,2411
XII,461969,461970,2572
XII,461970,461971,2571
XII,462002,462004,2521
XII,462004,462006,2449
XII,462034,462036,2245
XII,462050,462052,2411
XII,462059,462061,2388
XII,462066,462068,2277
XII,462069,462070,2364
XII,462070,462071,2369
XII,462071,462073,2426
XII,462092,462094,2279
XII,462098,462100,2224
XII,462121,462122,2380
XII,462122,462123,2383
XII,462154,462156,2343
XII,462161,462163,2461
XII,462167,462169,2465
XII,462182,462184,2525
XII,462212,462213,2439
XII,462213,462214,2440
XII,462215,462216,2457
XII,462216,462217,2461
XII,462230,462232,2308
XII,462251,462253,2604
XII,462265,462267,2336
XII,462274,462276,2344
XII,462287,462288,2355
XII,462288,462289,2352
XII,462298,462300,2334
XII,462316,462318,2401
XII,462333,462335,2431
XII,462351,462353,2403
XII,462411,462413,2254
XII,462415,462418,2337
XII,462420,462421,2342
XII,462421,462422,2349
XII,462452,462454,2466
XII,462478,462480,2413
XII,462493,462494,2328
XII,462494,462495,2327
XII,462504,462506,2398
XII,462522,462523,2270
XII,462523,462525,2268
XII,462527,462528,2246
XII,462528,462529,2242
XII,462535,462537,2318
XII,462541,462543,2391
XII,462546,462548,2380
XII,462558,462559,2501
XII,462559,462561,2500
XII,462562,462563,2580
XII,462563,462565,2583
XII,462565,462566,2582
XII,462567,462569,2525
XII,462603,462605,2406
XII,462605,462606,2407
XII,462613,462614,2433
XII,462614,462615,2432
XII,462615,462616,2424
XII,462616,462617,2426
XII,462621,462623,2329
XII,462644,462646,2436
XII,462702,462703,2508
XII,462703,462704,2509
XII,462708,462710,2398
XII,462721,462722,2324
XII,462722,462723,2325
XII,462764,462766,2217
XII,462769,462771,2335
XII,462791,462793,2528
XII,462797,462799,2623
XII,462851,462853,2568
XII,462863,462865,2553
XII,462881,462882,2669
XII,462882,462883,2666
XII,462890,462891,2630
XII,462891,462893,2627
XII,462893,462894,2622
XII,462894,462895,2623
XII,462926,462928,2609
XII,462928,462930,2637
XII,462939,462941,2594
XII,463050,463052,2885
XII,463056,463058,2876
XII,463067,463069,2524
XII,463077,463079,2561
XII,463080,463082,2556
XII,463082,463083,2555
XII,463123,463124,2501
XII,463124,463126,2504
XII,463138,463140,2479
XII,463152,463154,2503
XII,463165,463166,2565
XII,463166,463167,2567
XII,463172,463173,2457
XII,463173,463174,2459
XII,463182,463184,2543
XII,463195,463197,2413
XII,463198,463200,2313
XII,463218,463219,2449
XII,463219,463220,2451
XII,463223,463224,2478
XII,463224,463225,2480
XII,463232,463234,2449
XII,463243,463244,2583
XII,463245,463246,2470
XII,463246,463247,2469
XII,463256,463258,2458
XII,463291,463293,2325
XII,463324,463325,2211
XII,463329,463331,2170
XII,463337,463339,2231
XII,463339,463340,2232
XII,463374,463376,2250
XII,463395,463397,2342
XII,463397,463399,2337
XII,463404,463406,2277
XII,463413,463415,2479
XII,463426,463428,2344
XII,463429,463431,2460
XII,463442,463444,2543
XII,463453,463455,2508
XII,463504,463505,2415
XII,463505,463506,2418
XII,463510,463511,2431
XII,463511,463512,2427
XII,463512,463514,2431
XII,463532,463533,2504
XII,463533,463534,2503
XII,463538,463539,2459
XII,463539,463540,2464
XII,463548,463551,2485
XII,463557,463559,2678
XII,463562,463563,2590
XII,463563,463564,2592
XII,463567,463568,2442
XII,463568,463569,2443
XII,463575,463576,2619
XII,463576,463577,2620
XII,463583,463585,2561
XII,463585,463586,2643
XII,463586,463587,2641
XII,463610,463612,2590
XII,463627,463629,2831
XII,463679,463681,2504
XII,463682,463684,2470
XII,463688,463690,2578
XII,463690,463691,2579
XII,463691,463692,2577
XII,463692,463693,2578
XII,463718,463720,2604
XII,463736,463737,2601
XII,463737,463738,2603
XII,463752,463754,2533
XII,463761,463762,2735
XII,463770,463772,2402
XII,463781,463783,2451
XII,463803,463805,2240
XII,463812,463813,2321
XII,463813,463814,2322
XII,463833,463835,2524
XII,463839,463841,2411
XII,463860,463861,2472
XII,463861,463862,2471
XII,463879,463881,2532
XII,463888,463890,2404
XII,463890,463891,2408
XII,463904,463906,2399
XII,463912,463914,2179
XII,463922,463923,2228
XII,463923,463924,2224
XII,463934,463936,2225
XII,463944,463945,2183
XII,463945,463946,2184
XII,463954,463955,2369
XII,463955,463956,2367
XII,463958,463960,2431
XII,463962,463964,2587
XII,463967,463968,2585
XII,463968,463969,2589
XII,463994,463995,2532
XII,463995,463996,2531
XII,464004,464006,2507
XII,464011,464013,2465
XII,464031,464032,2272
XII,464032,464033,2271
XII,464046,464047,2216
XII,464048,464050,2212
XII,464055,464057,2215
XII,464091,464093,2314
XII,464119,464120,2295
XII,464120,464121,2297
XII,464162,464164,2499
XII,464242,464243,2600
XII,464243,464244,2598
XII,464255,464257,2356
XII,464259,464261,2251
XII,464269,464270,2176
XII,464270,464271,2175
XII,464280,464282,2247
XII,464313,464315,2192
XII,464320,464321,2193
XII,464321,464322,2190
XII,464324,464326,2181
XII,464339,464341,2156
XII,464393,464394,2278
XII,464394,464395,2279
XII,464396,464398,2282
XII,464402,464405,2281
XII,464418,464419,2253
XII,464419,464420,2261
XII,464452,464454,2464
XII,464472,464474,2351
XII,464486,464488,2347
XII,464490,464492,2342
XII,464540,464542,2391
XII,464555,464557,2466
XII,464562,464564,2474
XII,464567,464569,2609
XII,464583,464585,2542
XII,464603,464604,2226
XII,464604,464605,2225
XII,464613,464615,2243
XII,464619,464621,2232
XII,464622,464623,2241
XII,464623,464625,2242
XII,464642,464644,2423
XII,464661,464662,2636
XII,464662,464663,2638
XII,464668,464670,2570
XII,464685,464687,2399
XII,464713,464714,2748
XII,464714,464715,2749
XII,464715,464717,2774
XII,464719,464721,2679
XII,464730,464731,2559
XII,464731,464732,2560
XII,464734,464737,2433
XII,464743,464745,2352
XII,464749,464752,2323
XII,464778,464779,2306
XII,464779,464780,2307
XII,464850,464852,2553
XII,464857,464858,2779
XII,464858,464859,2778
XII,464866,464868,2530
XII,464868,464869,2531
XII,464872,464873,2553
XII,464873,464874,2555
XII,464876,464878,2651
XII,464891,464892,2557
XII,464892,464894,2554
XII,464914,464916,2599
XII,464930,464931,2459
XII,464931,464932,2456
XII,464933,464935,2482
XII,464945,464948,2623
XII,464953,464955,2355
XII,464985,464987,2670
XII,464988,464990,2649
XII,464998,465000,2466
XII,465001,465002,2432
XII,465002,465003,2435
XII,465008,465010,2200
XII,465018,465020,2353
XII,465036,465038,2423
XII,465040,465041,2436
XII,465041,465042,2437
XII,465048,465049,2490
XII,465049,465050,2489
XII,465050,465052,2480
XII,465057,465058,2612
XII,465058,465059,2611
XII,465061,465063,2602
XII,465063,465065,2548
XII,465071,465073,2569
XII,465073,465075,2571
XII,465116,465118,2544
XII,465150,465151,2239
XII,465151,465152,2241
XII,465160,465162,2253
XII,465191,465193,2330
XII,465200,465201,2416
XII,465201,465203,2418
XII,465203,465205,2389
XII,465208,465209,2287
XII,465209,465210,2286
XII,465214,465216,2338
XII,465257,465258,2545
XII,465258,465260,2541
XII,465299,465301,2700
XII,465307,465309,2734
XII,465311,465312,2670
XII,465312,465313,2669
XII,465313,465315,2697
XII,465315,465317,2610
XII,465320,465321,2806
XII,465321,465322,2802
XII,465325,465327,2824
XII,465345,465346,2465
XII,465346,465347,2460
XII,465347,465348,2461
XII,465364,465366,2408
XII,465384,465386,2440
XII,465413,465415,2505
XII,465461,465463,2633
XII,465466,465468,2646
XII,465468,465469,2639
XII,465469,465470,2638
XII,465471,465473,2474
XII,465476,465477,2453
XII,465477,465478,2454
XII,465488,465489,2444
XII,465489,465490,2442
XII,465497,465498,2566
XII,465498,465499,2564
XII,465509,465511,2646
XII,465527,465529,2601
XII,465541,465543,2544
XII,465549,465551,2340
XII,465567,465569,2534
XII,465574,465576,2440
XII,465612,465614,2415
XII,465628,465630,2424
XII,465639,465641,2480
XII,465650,465652,2591
XII,465692,465694,2198
XII,465718,465720,2410
XII,465721,465722,2425
XII,465722,465724,2436
XII,465737,465739,2421
XII,465765,465767,2251
XII,465795,465797,2359
XII,465801,465803,2174
XII,465808,465810,2115
XII,465813,465815,2096
XII,465815,465817,2091
XII,465821,465822,2126
XII,465822,465823,2124
XII,465879,465881,2433
XII,465886,465888,2442
XII,465910,465911,2316
XII,465911,465912,2317
XII,465925,465927,2487
XII,465928,465930,2476
XII,465935,465937,2486
XII,465940,465942,2526
XII,465951,465953,2342
XII,465959,465961,2486
XII,465964,465966,2503
XII,465972,465974,2434
XII,465977,465978,2536
XII,465978,465979,2529
XII,466037,466039,2255
XII,466049,466051,2239
XII,466056,466058,2318
XII,466060,466062,2442
XII,466062,466063,2440
XII,466066,466068,2415
XII,466098,466100,2552
XII,466101,466102,2518
XII,466102,466103,2517
XII,466107,466109,2454
XII,466109,466110,2453
XII,466115,466117,2409
XII,466122,466123,2529
XII,466123,466124,2528
XII,466135,466137,2515
XII,466157,466159,2473
XII,466169,466171,2422
XII,466182,466184,2399
XII,466184,466185,2414
XII,466185,466186,2418
XII,466216,466218,2516
XII,466239,466241,2459
XII,466258,466260,2284
XII,466272,466274,2392
XII,466276,466277,2442
XII,466277,466278,2441
XII,466286,466287,2371
XII,466287,466288,2372
XII,466301,466302,2280
XII,466302,466303,2281
XII,466308,466310,2314
XII,466335,466337,2182
XII,466343,466345,2307
XII,466364,466365,2304
XII,466365,466366,2305
XII,466385,466387,2397
XII,466420,466421,2424
XII,466421,466422,2426
XII,466429,466430,2241
XII,466430,466431,2242
XII,466431,466433,2213
XII,466443,466445,2298
XII,466463,466465,2426
XII,466475,466476,2353
XII,466476,466477,2352
XII,466501,466503,2262
XII,466515,466516,2176
XII,466516,466517,2178
XII,466549,466550,2042
XII,466550,466551,2040
XII,466563,466564,2072
XII,466564,466565,2073
XII,466566,466567,2001
XII,466567,466570,2000
XII,466572,466574,1974
XII,466578,466580,2397
XII,466584,466585,2481
XII,466585,466586,2480
XII,466594,466595,2752
XII,466595,466596,2757
XII,466606,466609,2385
XII,466612,466614,2385
XII,466634,466635,2384
XII,466635,466636,2383
XII,466643,466644,2378
XII,466644,466646,2377
XII,466650,466652,2337
XII,466653,466655,2334
XII,466666,466668,2434
XII,466710,466712,2574
XII,466715,466716,2602
XII,466716,466717,2601
XII,466735,466736,2810
XII,466736,466737,2811
XII,466748,466749,2488
XII,466749,466750,2489
XII,466750,466751,2488
XII,466757,466758,2534
XII,466758,466759,2536
XII,466777,466778,2469
XII,466778,466779,2470
XII,466785,466787,2474
XII,466801,466802,2683
XII,466802,466803,2688
XII,466852,466854,2773
XII,466874,466875,2328
XII,466875,466876,2326
XII,466877,466879,2304
XII,466891,466893,2300
XII,466898,466900,2306
XII,466900,466901,2305
XII,466901,466902,2306
XII,466903,466905,2271
XII,466908,466909,2313
XII,466919,466921,2536
XII,466972,466974,2624
XII,466974,466976,2627
XII,466984,466986,2712
XII,466986,466987,2711
XII,466993,466995,2502
XII,467003,467005,2464
XII,467007,467009,2482
XII,467040,467042,2501
XII,467045,467047,2517
XII,467050,467052,2547
XII,467052,467054,2571
XII,467096,467098,2440
XII,467099,467101,2460
XII,467128,467130,2384
XII,467143,467145,2428
XII,467159,467161,2563
XII,467171,467172,2479
XII,467172,467173,2482
XII,467191,467192,2660
XII,467192,467194,2663
XII,467230,467231,2328
XII,467231,467232,2323
XII,467252,467254,2180
XII,467257,467259,2281
XII,467285,467287,2545
XII,467290,467292,2523
XII,467312,467313,2440
XII,467313,467314,2439
XII,467325,467327,2695
XII,467349,467351,2379
XII,467353,467355,2377
XII,467371,467373,2332
XII,467379,467381,2296
XII,467382,467383,2306
XII,467393,467395,2326
XII,467400,467402,2398
XII,467408,467409,2324
XII,467409,467411,2325
XII,467432,467434,2597
XII,467436,467438,2312
XII,467441,467442,2276
XII,467442,467443,2278
XII,467446,467448,2222
XII,467452,467454,2159
XII,467475,467477,2478
XII,467484,467485,2365
XII,467485,467486,2364
XII,467495,467497,2360
XII,467507,467508,2444
XII,467508,467509,2443
XII,467509,467511,2439
XII,467513,467514,2496
XII,467514,467515,2498
XII,467522,467523,2359
XII,467523,467524,2360
XII,467524,467525,2363
XII,467532,467534,2545
XII,467544,467545,2705
XII,467545,467546,2706
XII,467555,467557,2642
XII,467559,467562,2565
XII,467564,467566,2546
XII,467587,467589,2171
XII,467630,467632,2148
XII,467648,467650,2474
XII,467658,467661,2425
XII,467674,467676,2623
XII,467685,467687,2711
XII,467694,467696,2512
XII,467702,467703,2504
XII,467703,467704,2503
XII,467706,467708,2510
XII,467711,467713,2529
XII,467717,467719,2658
XII,467728,467730,2578
XII,467749,467751,2322
XII,467753,467754,2314
XII,467754,467755,2317
XII,467763,467765,2339
XII,467766,467768,2385
XII,467795,467797,2248
XII,467798,467799,2245
XII,467808,467809,2335
XII,467809,467810,2337
XII,467826,467828,2489
XII,467848,467849,2469
XII,467849,467850,2470
XII,467850,467851,2471
XII,467896,467897,2398
XII,467897,467898,2397
XII,467912,467914,2463
XII,467927,467928,2174
XII,467928,467929,2173
XII,468011,468013,2298
XII,468037,468038,2781
XII,468038,468039,2780
XII,468039,468041,2777
XII,468041,468043,2763
XII,468048,468049,2800
XII,468056,468058,2754
XII,468076,468078,2740
XII,468082,468084,2734
XII,468088,468091,2724
XII,468131,468132,2366
XII,468132,468133,2362
XII,468160,468162,2374
XII,468162,468163,2373
XII,468163,468164,2376
XII,468170,468171,2418
XII,468171,468172,2419
XII,468181,468182,3134
XII,468182,468183,3135
XII,468189,468193,2577
XII,468195,468197,2594
XII,468202,468205,2588
XII,468208,468209,2582
XII,468209,468210,2583
XII,468231,468233,2863
XII,468251,468253,2738
XII,468256,468257,2670
XII,468259,468261,2620
XII,468261,468263,2607
XII,468276,468277,2569
XII,468280,468282,2582
XII,468295,468296,2629
XII,468298,468300,2642
XII,468302,468303,2603
XII,468303,468304,2605
XII,468330,468332,2183
XII,468362,468364,2462
XII,468387,468389,2511
XII,468396,468397,2535
XII,468397,468398,2534
XII,468420,468422,2480
XII,468430,468432,2493
XII,468436,468437,2455
XII,468437,468438,2459
XII,468462,468463,2600
XII,468479,468480,2398
XII,468480,468481,2396
XII,468491,468493,2426
XII,468513,468514,2404
XII,468514,468515,2406
XII,468546,468548,2401
XII,468567,468568,2243
XII,468568,468569,2241
XII,468570,468571,2190
XII,468571,468572,2191
XII,468576,468578,2157
XII,468581,468583,2158
XII,468617,468618,2187
XII,468618,468619,2186
XII,468633,468634,2400
XII,468634,468635,2402
XII,468664,468665,2196
XII,468665,468666,2194
XII,468673,468674,2083
XII,468674,468675,2081
XII,468685,468688,2134
XII,468691,468692,2132
XII,468692,468694,2133
XII,468703,468705,1838
XII,468708,468709,1777
XII,468709,468710,1776
XII,468716,468717,1800
XII,468717,468718,1799
XII,468720,468721,1834
XII,468721,468723,1831
XII,468723,468724,1830
XII,468727,468728,1817
XII,468728,468729,1818
XII,468734,468735,1932
XII,468735,468736,1933
XII,468794,468796,1476
XII,468796,468797,1464
XII,468797,468798,1460
XII,468810,468812,1349
XII,468812,468813,1353
XII,468815,468818,1315
XII,468819,468822,1312
XII,468822,468824,1286
XII,468824,468826,1288
XII,468828,468830,1242
XII,468831,468833,1227
XII,468833,468834,1193
XII,468834,468835,1194
XII,468843,468845,1093
XII,468849,468851,1064
XII,468852,468855,1035
XII,468855,468856,1032
XII,468856,468857,1027
XII,468857,468859,1025
XII,468862,468864,1003
XII,468864,468866,989
XII,468867,468868,933
XII,468868,468869,935
XII,468871,468872,900
XII,468872,468874,899
XII,468878,468879,882
XII,468881,468882,795
XII,468882,468883,796
XII,468893,468894,652
XII,468894,468895,650
XII,468895,468897,574
XII,468900,468901,400
XII,489975,489976,471
XII,489976,489978,472
XII,489980,489982,519
XII,489984,489985,550
XII,489985,489987,551
XII,489988,489989,561
XII,489989,489990,562
XII,489990,489992,572
XII,489992,489993,574
XII,489996,489998,586
XII,489998,490001,590
XII,490001,490002,589
XII,490002,490004,590
XII,490004,490006,596
XII,490012,490014,636
XII,490014,490016,643
XII,490017,490019,674
XII,490019,490022,676
XII,490025,490026,738
XII,490027,490028,741
XII,490028,490029,743
XII,490030,490031,746
XII,490034,490036,746
XII,490036,490037,747
XII,490042,490043,824
XII,490043,490044,826
XII,490044,490045,827
XII,490050,490052,895
XII,490057,490059,934
XII,490062,490064,937
XII,490068,490069,979
XII,490069,490070,980
XII,490073,490075,981
XII,490079,490081,985
XII,490089,490092,975
XII,490094,490095,980
XII,490095,490096,981
XII,490098,490100,986
XII,490102,490103,961
XII,490116,490117,945
XII,490117,490118,946
XII,490124,490126,890
XII,490132,490133,832
XII,490133,490134,831
XII,490135,490136,800
XII,490136,490137,799
XII,490137,490139,800
XII,490143,490144,798
XII,490144,490145,795
XII,490149,490151,799
XII,490157,490158,819
XII,490171,490173,849
XII,490176,490178,818
XII,490179,490180,830
XII,490180,490181,829
XII,490181,490183,841
XII,490183,490184,851
XII,490184,490185,852
XII,490191,490193,888
XII,490196,490197,878
XII,490197,490198,879
XII,490206,490208,780
XII,490208,490209,778
XII,490215,490216,857
XII,490216,490217,856
XII,490219,490220,813
XII,490220,490222,814
XII,490226,490227,785
XII,490230,490231,793
XII,490231,490232,794
XII,490235,490237,839
XII,490252,490253,835
XII,490256,490258,848
XII,490267,490269,895
XII,490275,490276,860
XII,490276,490278,859
XII,490285,490288,845
XII,490291,490294,838
XII,490297,490299,821
XII,490299,490301,817
XII,490301,490302,818
XII,490312,490314,762
XII,490317,490318,710
XII,490318,490319,712
XII,490320,490321,694
XII,490321,490322,693
XII,490323,490325,692
XII,490327,490329,651
XII,490329,490330,650
XII,490332,490334,622
XII,490338,490339,560
XII,490339,490340,559
XII,490342,490344,504
XII,490344,490345,503
XII,490346,490348,494
XII,490348,490349,496
XII,490349,490350,495
XII,490350,490353,494
XII,490354,490356,483
XII,490356,490360,486
XII,490365,490366,417
XII,490366,490369,416
XII,490370,490372,405
XII,490376,490377,391
XII,490377,490378,388
XII,490378,490379,387
XII,490379,490380,390
XII,490380,490381,368
XII,490381,490382,369
XII,490382,490385,368
XIV,784109,784110,367
XIV,784112,784113,369
XIV,784113,784114,374
XIV,784114,784115,377
XIV,784118,784119,363
XIV,784126,784127,374
XIV,784127,784128,375
XIV,784128,784129,366
XIV,784129,784130,369
XIV,784130,784131,364
XIV,784147,784149,364
XIV,784149,784151,363
XIV,784156,784157,382
XIV,784157,784158,366
XIV,784190,784191,377
XIV,784191,784192,376
XV,1091197,1091199,362
XV,1091199,1091200,363
XV,1091200,1091201,362
XV,1091204,1091205,363
XV,1091206,1091207,373
XV,1091207,1091208,374
XV,1091208,1091211,375
XV,1091211,1091213,377
XV,1091213,1091214,376
XV,1091214,1091215,377
XV,1091215,1091216,379
XV,1091216,1091217,380
XV,1091218,1091220,377
XV,1091220,1091221,379
XV,1091221,1091222,380
XV,1091222,1091224,381
XV,1091224,1091225,382
XV,1091226,1091228,388
XV,1091228,1091229,389
XV,1091229,1091231,387
XV,1091234,1091236,394
XV,1091238,1091240,409
XV,1091241,1091245,404
XV,1091246,1091247,394
XV,1091247,1091248,391
XV,1091248,1091250,392
XV,1091250,1091254,395
XV,1091254,1091256,398
XV,1091256,1091258,399
XV,1091258,1091259,400
XV,1091263,1091265,386
XV,1091267,1091269,381
XV,1091269,1091270,378
XV,1091270,1091271,377
