chromosome,start,end,coverage
XII,459683,459684,3346
XII,459688,459689,3428
XII,459752,459754,3958
XII,459795,459797,4385
XII,459810,459812,4770
XII,459833,459835,3020
XII,459859,459861,3561
XII,459914,459916,3832
XII,459927,459929,4342
XII,459941,459943,4575
XII,459948,459950,4242
XII,460144,460146,4888
XII,460151,460153,5212
XII,460154,460156,5432
XII,460214,460216,4988
XII,460216,460218,4991
XII,460221,460222,4976
XII,460230,460232,5013
XII,460235,460237,5032
XII,460242,460243,5083
XII,460243,460244,5081
XII,460312,460314,4628
XII,460320,460322,4445
XII,460450,460452,4329
XII,460470,460472,4381
XII,460476,460478,4333
XII,460527,460529,4604
XII,460532,460534,4564
XII,460537,460538,4678
XII,460538,460539,4676
XII,460539,460540,4677
XII,460593,460595,3481
XII,460621,460623,4370
XII,460686,460687,4057
XII,460687,460688,4058
XII,460693,460695,3999
XII,460703,460705,3847
XII,460705,460707,3824
XII,460720,460722,3899
XII,460723,460725,3877
XII,460769,460771,3066
XII,460784,460786,2888
XII,460814,460816,2728
XII,460818,460820,2727
XII,460828,460829,2865
XII,460829,460830,2864
XII,460835,460836,2957
XII,460836,460838,2958
XII,460838,460840,3053
XII,460843,460845,3135
XII,460845,460847,3153
XII,460909,460910,2588
XII,460910,460911,2589
XII,460917,460920,2395
XII,460930,460932,2476
XII,460934,460935,2496
XII,460935,460936,2499
XII,460950,460952,2339
XII,460952,460953,2340
XII,460960,460962,2356
XII,460998,460999,2391
XII,460999,461000,2392
XII,461013,461015,2496
XII,461021,461022,2443
XII,461022,461023,2441
XII,461040,461043,2379
XII,461070,461072,2611
XII,461073,461074,2507
XII,461074,461075,2504
XII,461111,461113,2421
XII,461113,461115,2379
XII,461121,461123,2283
XII,461145,461146,2244
XII,461146,461147,2234
XII,461154,461156,1995
XII,461164,461166,1880
XII,461178,461180,1865
XII,461198,461200,2017
XII,461200,461201,2021
XII,461204,461205,1959
XII,461205,461206,1957
XII,461206,461208,2020
XII,461219,461221,2116
XII,461224,461225,2140
XII,461225,461226,2139
XII,461226,461228,2141
XII,461238,461241,2128
XII,461248,461250,2093
XII,461258,461260,2095
XII,461260,461261,2092
XII,461267,461269,2110
XII,461272,461273,2070
XII,461273,461274,2071
XII,461285,461287,2129
XII,461304,461305,1850
XII,461305,461306,1852
XII,461310,461313,1823
XII,461315,461317,1835
XII,461320,461322,1838
XII,461340,461342,1900
XII,461348,461350,1810
XII,461354,461356,1867
XII,461360,461361,1980
XII,461361,461362,1979
XII,461362,461363,1976
XII,461365,461366,1992
XII,461366,461367,1993
XII,461369,461371,1757
XII,461375,461376,1721
XII,461376,461377,1720
XII,461384,461386,1941
XII,461390,461391,1828
XII,461391,461392,1835
XII,461395,461396,1818
XII,461399,461400,1954
XII,461400,461402,1953
XII,461404,461406,2026
XII,461410,461412,1924
XII,461449,461451,2010
XII,461466,461468,2003
XII,461487,461489,1993
XII,461489,461491,1970
XII,461497,461499,2045
XII,461510,461512,1786
XII,461526,461528,2136
XII,461530,461531,2051
XII,461531,461532,2053
XII,461534,461536,1930
XII,461546,461548,2086
XII,461550,461551,2019
XII,461551,461552,2020
XII,461560,461562,1985
XII,461573,461574,2137
XII,461574,461576,2141
XII,461591,461594,2046
XII,461602,461604,2201
XII,461606,461608,2262
XII,461608,461609,2264
XII,461623,461625,2300
XII,461630,461631,2249
XII,461631,461632,2250
XII,461693,461695,2298
XII,461700,461702,2102
XII,461722,461724,2113
XII,461729,461730,2359
XII,461730,461731,2358
XII,461736,461737,2434
XII,461737,461739,2433
XII,461741,461743,2434
XII,461765,461766,2368
XII,461773,461775,2327
XII,461811,461813,2130
XII,461816,461817,2187
XII,461817,461818,2189
XII,461844,461846,2230
XII,461853,461854,2278
XII,461854,461855,2279
XII,461871,461873,2423
XII,461880,461882,2182
XII,461887,461889,2084
XII,461901,461902,1948
XII,461915,461917,2175
XII,461922,461924,2228
XII,461926,461927,2222
XII,461927,461928,2223
XII,461929,461931,2281
XII,461941,461943,2298
XII,461959,461960,2194
XII,461967,461969,2195
XII,461969,461971,2364
XII,462007,462009,2281
XII,462027,462029,2038
XII,462050,462051,2200
XII,462051,462052,2202
XII,462055,462057,2125
XII,462062,462064,2190
XII,462069,462071,2201
XII,462071,462073,2241
XII,462092,462094,2111
XII,462098,462100,2065
XII,462121,462123,2277
XII,462123,462125,2247
XII,462138,462140,2193
XII,462161,462162,2353
XII,462162,462163,2354
XII,462178,462180,2254
XII,462182,462184,2346
XII,462206,462208,2216
XII,462212,462214,2247
XII,462215,462216,2260
XII,462216,462217,2264
XII,462225,462227,2078
XII,462230,462231,2117
XII,462231,462232,2123
XII,462241,462243,2182
XII,462250,462252,2406
XII,462252,462253,2408
XII,462265,462266,2121
XII,462266,462267,2118
XII,462274,462276,2120
XII,462286,462291,2110
XII,462298,462299,2120
XII,462299,462300,2117
XII,462363,462365,2142
XII,462372,462374,2131
XII,462380,462382,2139
XII,462393,462394,2158
XII,462394,462395,2157
XII,462416,462418,2070
XII,462420,462422,2047
XII,462429,462431,2169
XII,462452,462454,2125
XII,462461,462463,2126
XII,462468,462470,2111
XII,462493,462495,2016
XII,462504,462506,2072
XII,462518,462520,1997
XII,462522,462523,1997
XII,462523,462524,1996
XII,462524,462525,1998
XII,462527,462528,2005
XII,462528,462530,2003
XII,462541,462543,2110
XII,462558,462560,2229
XII,462562,462564,2311
XII,462564,462566,2313
XII,462567,462568,2268
XII,462568,462569,2264
XII,462603,462606,2182
XII,462613,462615,2218
XII,462615,462617,2198
XII,462621,462623,2154
XII,462623,462625,2142
XII,462629,462631,2128
XII,462646,462648,2224
XII,462702,462704,2286
XII,462709,462711,2185
XII,462721,462722,2098
XII,462722,462723,2095
XII,462745,462747,2197
XII,462748,462750,2185
XII,462761,462763,1998
XII,462791,462792,2263
XII,462792,462793,2246
XII,462845,462847,2377
XII,462881,462882,2508
XII,462882,462883,2505
XII,462890,462892,2436
XII,462892,462893,2437
XII,462893,462895,2418
XII,462919,462921,2714
XII,463051,463052,2595
XII,463077,463078,2256
XII,463081,463083,2264
XII,463123,463125,2166
XII,463152,463153,2140
XII,463153,463154,2136
XII,463165,463167,2224
XII,463168,463170,2228
XII,463172,463174,2129
XII,463182,463183,2231
XII,463183,463184,2230
XII,463195,463197,2093
XII,463218,463220,2141
XII,463223,463224,2142
XII,463224,463225,2141
XII,463232,463233,2104
XII,463233,463235,2103
XII,463243,463245,2258
XII,463245,463247,2174
XII,463256,463257,2148
XII,463257,463258,2149
XII,463275,463277,2147
XII,463291,463293,2078
XII,463319,463321,2012
XII,463323,463325,2011
XII,463337,463340,2010
XII,463370,463372,1972
XII,463378,463380,2019
XII,463394,463397,2093
XII,463397,463398,2087
XII,463398,463399,2090
XII,463413,463415,2177
XII,463426,463428,2038
XII,463429,463431,2141
XII,463434,463436,2083
XII,463470,463472,2037
XII,463490,463492,2205
XII,463504,463506,1962
XII,463510,463512,2001
XII,463512,463514,2002
XII,463520,463522,2080
XII,463532,463534,2087
XII,463538,463540,2022
XII,463549,463550,2048
XII,463550,463551,2051
XII,463561,463564,2162
XII,463567,463569,2051
XII,463575,463576,2180
XII,463576,463577,2182
XII,463585,463587,2211
XII,463591,463593,2216
XII,463598,463600,2156
XII,463610,463611,2194
XII,463611,463612,2192
XII,463626,463629,2427
XII,463643,463645,2285
XII,463663,463665,2320
XII,463690,463692,2213
XII,463692,463693,2215
XII,463698,463700,2138
XII,463718,463720,2229
XII,463727,463729,2309
XII,463736,463738,2286
XII,463743,463745,2153
XII,463752,463753,2189
XII,463753,463755,2184
XII,463761,463762,2343
XII,463770,463771,2069
XII,463771,463772,2067
XII,463803,463805,1933
XII,463812,463814,1991
XII,463827,463829,2144
XII,463860,463862,2170
XII,463864,463866,2145
XII,463868,463870,2162
XII,463889,463890,2172
XII,463890,463891,2173
XII,463904,463906,2204
XII,463911,463914,1997
XII,463922,463924,2066
XII,463934,463936,2096
XII,463954,463956,2172
XII,463962,463964,2388
XII,463967,463969,2393
XII,463969,463970,2299
XII,463970,463971,2300
XII,463982,463984,2335
XII,463994,463996,2339
XII,464003,464005,2307
XII,464011,464013,2249
XII,464029,464031,2091
XII,464031,464033,2114
XII,464043,464045,2085
XII,464046,464048,2110
XII,464055,464056,2111
XII,464056,464057,2112
XII,464075,464077,2161
XII,464108,464110,2324
XII,464119,464121,2160
XII,464148,464150,2361
XII,464162,464163,2444
XII,464163,464164,2443
XII,464189,464191,2295
XII,464194,464196,2288
XII,464213,464215,2367
XII,464242,464244,2422
XII,464251,464253,2263
XII,464260,464261,2102
XII,464269,464271,2017
XII,464307,464309,2064
XII,464313,464315,2016
XII,464320,464322,2000
XII,464325,464326,1987
XII,464339,464340,1968
XII,464340,464341,1967
XII,464396,464397,2159
XII,464418,464420,2154
XII,464469,464471,2157
XII,464472,464473,2152
XII,464486,464488,2185
XII,464490,464491,2158
XII,464491,464492,2159
XII,464540,464542,2224
XII,464542,464544,2233
XII,464550,464553,2304
XII,464603,464605,2029
XII,464615,464617,2036
XII,464618,464620,2035
XII,464622,464624,2049
XII,464642,464644,2199
XII,464649,464651,2357
XII,464658,464660,2348
XII,464661,464663,2346
XII,464701,464703,2040
XII,464713,464715,2419
XII,464719,464721,2351
XII,464730,464732,2258
XII,464735,464736,2147
XII,464736,464737,2148
XII,464741,464743,2120
XII,464743,464745,2121
XII,464747,464749,2105
XII,464749,464750,2107
XII,464750,464751,2108
XII,464758,464760,2121
XII,464764,464766,2136
XII,464778,464779,2083
XII,464779,464780,2082
XII,464793,464795,2214
XII,464807,464809,2129
XII,464820,464822,2133
XII,464857,464859,2555
XII,464866,464867,2306
XII,464867,464869,2307
XII,464872,464874,2368
XII,464876,464877,2485
XII,464877,464878,2486
XII,464886,464888,2438
XII,464890,464893,2405
XII,464893,464894,2402
XII,464914,464916,2463
XII,464930,464932,2364
XII,464944,464946,2488
XII,464953,464955,2291
XII,464964,464966,2491
XII,464984,464986,2488
XII,464988,464990,2498
XII,465001,465003,2285
XII,465008,465010,2086
XII,465018,465020,2229
XII,465040,465042,2266
XII,465048,465050,2311
XII,465057,465058,2448
XII,465058,465059,2449
XII,465061,465063,2447
XII,465073,465075,2429
XII,465078,465080,2556
XII,465081,465083,2574
XII,465106,465108,2440
XII,465116,465118,2340
XII,465122,465124,2277
XII,465144,465146,2092
XII,465146,465148,2095
XII,465150,465152,2070
XII,465160,465162,2074
XII,465191,465193,2105
XII,465200,465202,2210
XII,465202,465203,2211
XII,465208,465210,2075
XII,465210,465212,2078
XII,465224,465226,2176
XII,465257,465259,2291
XII,465286,465288,2362
XII,465299,465300,2443
XII,465300,465301,2444
XII,465311,465313,2430
XII,465320,465322,2534
XII,465325,465326,2584
XII,465326,465327,2586
XII,465345,465346,2267
XII,465346,465348,2264
XII,465352,465354,2203
XII,465360,465362,2226
XII,465378,465380,2402
XII,465384,465386,2233
XII,465409,465411,2137
XII,465413,465415,2275
XII,465425,465427,2282
XII,465443,465445,2269
XII,465466,465468,2431
XII,465468,465469,2428
XII,465469,465470,2425
XII,465472,465473,2261
XII,465476,465478,2212
XII,465488,465490,2185
XII,465497,465498,2337
XII,465498,465499,2338
XII,465499,465501,2332
XII,465509,465510,2425
XII,465510,465511,2427
XII,465515,465517,2446
XII,465522,465524,2507
XII,465532,465534,2406
XII,465549,465550,2127
XII,465550,465551,2125
XII,465555,465557,2271
XII,465567,465568,2292
XII,465568,465569,2291
XII,465574,465576,2198
XII,465580,465582,2155
XII,465612,465614,2179
XII,465620,465622,2193
XII,465629,465630,2208
XII,465642,465644,2293
XII,465669,465671,2143
XII,465714,465716,2289
XII,465718,465720,2239
XII,465721,465722,2262
XII,465722,465724,2268
XII,465749,465751,2150
XII,465795,465796,2170
XII,465796,465797,2167
XII,465809,465810,1937
XII,465821,465823,1962
XII,465823,465825,1939
XII,465843,465845,2251
XII,465866,465868,2117
XII,465910,465912,2075
XII,465925,465926,2221
XII,465926,465927,2219
XII,465951,465953,2154
XII,465956,465958,2280
XII,465969,465971,2263
XII,465972,465974,2232
XII,465977,465979,2324
XII,466046,466048,2100
XII,466048,466050,2122
XII,466060,466061,2310
XII,466061,466062,2311
XII,466062,466063,2312
XII,466066,466067,2277
XII,466067,466068,2275
XII,466079,466081,2232
XII,466101,466103,2325
XII,466107,466108,2252
XII,466108,466110,2253
XII,466115,466117,2208
XII,466122,466123,2317
XII,466123,466124,2314
XII,466150,466152,2272
XII,466157,466158,2217
XII,466184,466187,2199
XII,466216,466219,2331
XII,466219,466221,2332
XII,466275,466278,2363
XII,466284,466286,2288
XII,466286,466287,2314
XII,466287,466288,2313
XII,466289,466291,2282
XII,466301,466302,2208
XII,466302,466303,2210
XII,466322,466324,2124
XII,466328,466330,2045
XII,466343,466345,2208
XII,466364,466365,2178
XII,466365,466366,2181
XII,466376,466378,2152
XII,466385,466387,2282
XII,466404,466406,2318
XII,466420,466422,2330
XII,466427,466429,2165
XII,466429,466431,2120
XII,466431,466433,2097
XII,466463,466464,2305
XII,466464,466465,2306
XII,466475,466476,2238
XII,466476,466477,2239
XII,466480,466482,2265
XII,466494,466496,2127
XII,466499,466501,2115
XII,466515,466516,2032
XII,466516,466517,2030
XII,466518,466520,2046
XII,466549,466550,1931
XII,466550,466551,1932
XII,466562,466564,1959
XII,466564,466565,1960
XII,466566,466568,1876
XII,466568,466569,1865
XII,466569,466570,1863
XII,466572,466573,1836
XII,466573,466574,1837
XII,466578,466579,2277
XII,466579,466580,2278
XII,466584,466586,2353
XII,466594,466596,2654
XII,466599,466601,2420
XII,466605,466607,2307
XII,466612,466614,2307
XII,466620,466622,2309
XII,466634,466636,2289
XII,466643,466645,2298
XII,466653,466655,2262
XII,466666,466667,2367
XII,466667,466668,2368
XII,466710,466712,2483
XII,466715,466717,2489
XII,466735,466737,2665
XII,466748,466750,2379
XII,466750,466751,2380
XII,466757,466759,2417
XII,466762,466764,2432
XII,466777,466778,2391
XII,466778,466779,2393
XII,466785,466787,2398
XII,466801,466803,2550
XII,466848,466850,2501
XII,466852,466853,2498
XII,466853,466854,2493
XII,466874,466875,1992
XII,466875,466876,1995
XII,466881,466883,1941
XII,466898,466899,1952
XII,466900,466901,1947
XII,466901,466903,1950
XII,466908,466910,1966
XII,466985,466987,2415
XII,466993,466994,2238
XII,466994,466995,2235
XII,467007,467009,2231
XII,467050,467052,2306
XII,467052,467054,2321
XII,467067,467069,2296
XII,467099,467100,2215
XII,467100,467101,2216
XII,467111,467113,2128
XII,467158,467160,2385
XII,467166,467168,2276
XII,467171,467173,2309
XII,467191,467192,2489
XII,467192,467194,2488
XII,467212,467214,2306
XII,467218,467220,2329
XII,467230,467232,2089
XII,467239,467241,1918
XII,467257,467259,2019
XII,467310,467312,2147
XII,467325,467327,2407
XII,467333,467335,2269
XII,467335,467337,2274
XII,467349,467350,2113
XII,467350,467351,2115
XII,467353,467354,2113
XII,467354,467355,2119
XII,467371,467373,2113
XII,467379,467381,2103
XII,467382,467383,2105
XII,467393,467396,2134
XII,467408,467411,2129
XII,467417,467419,2026
XII,467436,467438,2090
XII,467441,467443,2078
XII,467446,467448,2036
XII,467452,467454,1970
XII,467459,467461,2249
XII,467484,467485,2199
XII,467485,467486,2197
XII,467487,467489,2198
XII,467507,467509,2242
XII,467513,467515,2276
XII,467522,467524,2152
XII,467524,467525,2153
XII,467527,467529,2290
XII,467532,467533,2299
XII,467533,467534,2300
XII,467534,467536,2291
XII,467544,467546,2463
XII,467555,467557,2397
XII,467560,467562,2320
XII,467587,467590,1946
XII,467629,467632,1987
XII,467641,467643,2319
XII,467646,467648,2314
XII,467651,467653,2314
XII,467653,467655,2356
XII,467658,467661,2269
XII,467695,467696,2270
XII,467702,467704,2265
XII,467706,467708,2274
XII,467711,467713,2288
XII,467723,467725,2376
XII,467753,467755,2061
XII,467763,467765,2068
XII,467766,467767,2103
XII,467767,467768,2104
XII,467781,467783,2270
XII,467793,467795,1954
XII,467798,467799,2000
XII,467808,467810,2091
XII,467826,467828,2234
XII,467848,467849,2207
XII,467849,467850,2208
XII,467850,467852,2209
XII,467856,467858,2151
XII,467896,467898,2162
XII,467898,467900,2163
XII,467922,467924,2163
XII,467927,467929,1992
XII,467950,467952,2074
XII,467962,467964,2286
XII,468011,468012,1977
XII,468012,468013,1978
XII,468014,468016,1978
XII,468020,468021,1957
XII,468021,468022,1959
XII,468037,468039,2411
XII,468039,468040,2413
XII,468040,468041,2414
XII,468048,468050,2442
XII,468076,468077,2359
XII,468077,468078,2355
XII,468083,468085,2347
XII,468088,468089,2326
XII,468129,468131,2256
XII,468131,468133,2224
XII,468160,468162,2229
XII,468162,468164,2228
XII,468169,468171,2267
XII,468171,468172,2268
XII,468181,468183,2981
XII,468190,468192,2397
XII,468192,468193,2395
XII,468207,468209,2377
XII,468209,468210,2378
XII,468223,468225,2499
XII,468230,468232,2582
XII,468232,468233,2584
XII,468240,468242,2581
XII,468251,468253,2463
XII,468256,468257,2382
XII,468259,468261,2312
XII,468275,468277,2255
XII,468280,468281,2252
XII,468281,468282,2253
XII,468295,468296,2276
XII,468302,468304,2244
XII,468313,468315,2258
XII,468362,468364,2165
XII,468387,468389,2252
XII,468389,468391,2267
XII,468391,468393,2297
XII,468396,468398,2281
XII,468416,468418,2212
XII,468418,468420,2237
XII,468420,468421,2238
XII,468421,468422,2236
XII,468430,468432,2252
XII,468436,468438,2247
XII,468439,468441,2234
XII,468441,468443,2251
XII,468461,468463,2405
XII,468479,468481,2193
XII,468491,468493,2234
XII,468513,468514,2251
XII,468514,468515,2252
XII,468519,468521,2232
XII,468523,468525,2193
XII,468529,468531,2223
XII,468546,468548,2267
XII,468567,468568,2094
XII,468568,468569,2095
XII,468570,468571,2056
XII,468571,468573,2054
XII,468584,468587,2032
XII,468617,468618,2051
XII,468618,468619,2050
XII,468628,468630,2266
XII,468633,468635,2288
XII,468664,468666,1934
XII,468673,468674,1844
XII,468674,468675,1842
XII,468677,468679,1795
XII,468685,468686,1849
XII,468686,468687,1851
XII,468691,468694,1847
XII,468705,468707,1544
XII,468708,468710,1527
XII,468716,468718,1545
XII,468720,468722,1575
XII,468722,468724,1577
XII,468727,468728,1583
XII,468728,468729,1584
XII,468734,468736,1659
XII,468756,468758,1736
XII,468762,468764,1677
XII,468794,468796,1163
XII,468796,468798,1160
XII,468799,468801,1146
XII,468803,468805,1121
XII,468805,468807,1114
XII,468810,468812,1084
XII,468812,468813,1085
XII,468813,468815,1075
XII,468815,468818,1065
XII,468819,468821,1062
XII,468822,468825,1046
XII,468828,468830,1006
XII,468831,468833,994
XII,468833,468835,968
XII,468838,468839,912
XII,468839,468840,913
XII,468849,468851,852
XII,468852,468855,834
XII,468855,468857,835
XII,468857,468859,836
XII,468862,468864,819
XII,468867,468869,759
XII,468871,468875,718
XII,468878,468879,689
XII,468892,468895,520
XII,468895,468897,453
XII,468898,468900,362
XII,489973,489975,411
XII,489975,489977,443
XII,489980,489982,488
XII,489984,489987,502
XII,489988,489990,506
XII,489990,489992,508
XII,489992,489994,504
XII,489996,489998,510
XII,489998,490000,511
XII,490000,490002,512
XII,490002,490004,516
XII,490004,490006,519
XII,490013,490016,553
XII,490017,490018,582
XII,490018,490019,581
XII,490019,490021,583
XII,490021,490022,585
XII,490025,490026,630
XII,490027,490028,634
XII,490028,490029,636
XII,490029,490031,637
XII,490034,490037,644
XII,490037,490039,657
XII,490041,490043,698
XII,490043,490045,702
XII,490050,490052,761
XII,490057,490059,801
XII,490062,490063,797
XII,490063,490064,799
XII,490068,490070,825
XII,490070,490072,822
XII,490073,490074,802
XII,490074,490076,806
XII,490079,490080,810
XII,490080,490081,812
XII,490089,490091,812
XII,490091,490092,810
XII,490094,490095,809
XII,490095,490096,810
XII,490101,490103,802
XII,490116,490117,803
XII,490117,490118,802
XII,490132,490134,685
XII,490135,490139,675
XII,490143,490145,679
XII,490157,490158,683
XII,490162,490164,678
XII,490171,490172,683
XII,490172,490173,681
XII,490176,490177,665
XII,490177,490178,664
XII,490179,490181,662
XII,490181,490182,681
XII,490182,490183,680
XII,490183,490185,687
XII,490191,490192,736
XII,490192,490193,735
XII,490196,490198,726
XII,490202,490204,673
XII,490207,490209,652
XII,490215,490216,701
XII,490216,490217,702
XII,490219,490221,668
XII,490221,490223,672
XII,490224,490227,650
XII,490229,490231,653
XII,490231,490232,651
XII,490235,490237,703
XII,490238,490240,658
XII,490252,490254,691
XII,490256,490257,703
XII,490257,490258,702
XII,490267,490269,724
XII,490275,490276,704
XII,490276,490277,701
XII,490277,490278,702
XII,490286,490290,687
XII,490297,490298,676
XII,490298,490299,675
XII,490299,490302,668
XII,490310,490312,635
XII,490312,490314,631
XII,490317,490319,602
XII,490320,490322,592
XII,490322,490326,591
XII,490327,490330,566
XII,490332,490334,535
XII,490338,490340,478
XII,490341,490343,421
XII,490343,490344,423
XII,490344,490346,422
XII,490346,490348,419
XII,490348,490349,421
XII,490349,490353,420
XII,490354,490358,411
XII,490358,490360,409
XII,490365,490367,345
XII,490367,490369,344
XII,490369,490372,342
XII,490373,490374,331
XII,490374,490375,334
XII,490375,490380,333
XII,490380,490383,325
XII,490383,490385,326
XIV,784095,784096,341
XIV,784096,784097,344
XIV,784097,784098,346
XIV,784098,784099,341
XIV,784099,784100,340
XIV,784100,784101,346
XIV,784101,784102,348
XIV,784102,784103,338
XIV,784103,784104,339
XIV,784104,784105,333
XIV,784105,784106,340
XIV,784109,784110,345
XIV,784112,784115,337
XIV,784122,784123,334
XIV,784123,784124,340
XIV,784124,784125,327
XIV,784126,784128,327
XIV,784132,784133,333
XIV,784133,784134,328
XIV,784134,784135,326
XIV,784146,784147,331
XIV,784147,784148,333
XIV,784148,784149,336
XIV,784149,784150,337
XIV,784150,784151,335
XIV,784151,784152,328
XIV,784156,784157,351
XIV,784157,784158,350
XIV,784160,784161,335
XIV,784161,784162,333
XIV,784164,784165,336
XIV,784171,784172,346
XIV,784172,784173,342
XIV,784173,784174,345
XIV,784174,784175,332
XIV,784176,784177,337
XIV,784190,784192,354
XIV,784196,784197,324
XIV,784199,784200,345
XIV,784200,784201,348
XIV,784201,784202,343
XIV,784202,784203,346
XIV,784203,784204,334
XIV,784204,784205,335
XIV,784205,784206,324
XV,1091185,1091186,325
XV,1091186,1091187,324
XV,1091187,1091188,329
XV,1091188,1091189,327
XV,1091189,1091190,328
XV,1091190,1091191,330
XV,1091191,1091192,331
XV,1091192,1091193,333
XV,1091193,1091194,336
XV,1091194,1091195,337
XV,1091195,1091197,338
XV,1091197,1091198,339
XV,1091198,1091199,340
XV,1091199,1091201,342
XV,1091202,1091203,333
XV,1091203,1091204,343
XV,1091204,1091205,344
XV,1091206,1091209,357
XV,1091209,1091211,358
XV,1091211,1091212,359
XV,1091212,1091215,361
XV,1091215,1091217,362
XV,1091218,1091220,363
XV,1091220,1091221,365
XV,1091221,1091222,366
XV,1091222,1091223,369
XV,1091223,1091224,370
XV,1091224,1091226,371
XV,1091226,1091227,372
XV,1091227,1091228,374
XV,1091228,1091230,376
XV,1091230,1091231,375
XV,1091231,1091233,380
XV,1091234,1091236,380
XV,1091236,1091238,391
XV,1091238,1091239,392
XV,1091239,1091240,395
XV,1091240,1091242,393
XV,1091246,1091247,388
XV,1091247,1091248,381
XV,1091248,1091249,383
XV,1091249,1091250,384
XV,1091250,1091251,385
XV,1091251,1091253,383
XV,1091253,1091256,385
XV,1091256,1091259,383
XV,1091263,1091264,370
XV,1091264,1091265,369
XV,1091269,1091271,363
XV,1091272,1091273,344
XV,1091273,1091274,333
XV,1091274,1091275,335
XV,1091275,1091277,328
XV,1091277,1091278,326
XV,1091278,1091279,325
