chromosome,start,end,coverage
IV,531145,531146,755
IV,531146,531147,766
IV,531147,531148,773
IV,531148,531150,797
IV,531150,531151,795
IV,531151,531152,794
IV,531152,531153,803
IV,531153,531154,804
IV,531154,531155,813
IV,531155,531156,815
IV,531156,531159,818
IV,531159,531160,862
IV,531160,531161,863
IV,531161,531162,860
IV,531162,531163,861
IV,531163,531164,849
IV,531164,531165,861
IV,531165,531166,857
IV,531166,531168,909
IV,531168,531169,901
IV,531169,531170,897
IV,531170,531171,895
IV,531171,531173,899
IV,531173,531174,887
IV,531174,531175,878
IV,531175,531176,855
IV,531176,531177,863
IV,531177,531179,867
IV,531179,531180,856
IV,531180,531181,867
IV,531181,531182,864
IV,531182,531183,895
IV,531183,531184,898
IV,531184,531186,887
IV,531186,531187,868
IV,531187,531188,880
IV,531188,531189,881
IV,531189,531190,889
IV,531190,531191,899
IV,531191,531192,865
IV,531192,531193,859
IV,531193,531194,860
IV,531194,531195,859
IV,531195,531196,858
IV,531196,531197,864
IV,531197,531199,870
IV,531199,531200,868
IV,531200,531201,863
IV,531201,531202,869
IV,531202,531203,871
IV,531203,531204,873
IV,531204,531205,878
IV,531205,531207,892
IV,531207,531208,893
IV,531208,531209,892
IV,531209,531210,887
IV,531210,531212,960
IV,531212,531213,941
IV,531213,531214,939
IV,531214,531216,936
IV,531216,531217,937
IV,531217,531218,935
IV,531218,531219,927
IV,531219,531220,925
IV,531220,531222,927
IV,531222,531223,920
IV,531223,531224,921
IV,531224,531225,865
IV,531225,531226,863
IV,531226,531227,862
IV,531227,531228,858
IV,531228,531229,867
IV,531229,531230,863
IV,531230,531231,858
IV,531231,531232,860
IV,531232,531233,854
IV,531233,531234,857
IV,531234,531236,877
IV,531236,531237,875
IV,531237,531238,874
IV,531238,531240,889
IV,531240,531241,898
IV,531241,531242,901
IV,531242,531247,896
IV,531247,531248,901
IV,531248,531250,917
IV,531250,531251,915
IV,531251,531252,916
IV,531252,531253,917
IV,531253,531254,919
IV,531254,531255,920
IV,531255,531256,909
IV,531256,531258,907
IV,531258,531259,908
IV,531259,531260,906
IV,531260,531261,882
IV,531261,531262,879
IV,531262,531263,878
IV,531263,531264,875
IV,531264,531266,879
IV,531266,531267,842
IV,531267,531268,843
IV,531268,531269,815
IV,531269,531270,812
IV,531270,531271,816
IV,531271,531273,812
IV,531273,531274,800
IV,531274,531275,795
IV,531275,531276,804
IV,531276,531277,784
IV,531277,531278,787
IV,531278,531279,786
IV,531279,531280,763
IV,531280,531282,755
IV,531282,531283,761
IV,531283,531284,764
IV,531284,531285,746
IV,531285,531286,758
IV,531286,531287,757
IV,531287,531288,754
IV,531288,531290,767
IV,531290,531291,786
IV,531291,531292,788
IV,531292,531294,786
IV,531294,531295,762
IV,531295,531296,757
IV,531296,531297,763
IV,531297,531298,751
IV,531298,531299,750
IV,531299,531300,725
IV,531300,531301,729
IV,531301,531302,757
IV,531302,531303,755
IV,531303,531304,748
IV,531304,531305,738
IV,531305,531306,725
IV,531306,531307,735
IV,531307,531308,733
IV,531308,531309,747
IV,531309,531310,752
IV,531310,531311,700
IV,531311,531312,721
IV,531312,531313,718
IV,531313,531314,717
IV,531314,531315,716
IV,531315,531316,703
IV,531316,531317,758
IV,531317,531319,715
IV,531319,531320,720
IV,531320,531322,698
IV,531322,531324,716
IV,531324,531325,729
IV,531325,531326,727
IV,531326,531327,722
IV,531327,531328,724
IV,531328,531329,720
IV,531329,531330,727
IV,531330,531331,726
IV,531331,531332,718
IV,531332,531333,721
IV,531333,531334,696
IV,531334,531336,708
IV,531336,531338,711
IV,531338,531339,698
IV,531339,531340,704
IV,531340,531342,696
IV,531342,531345,695
IV,531345,531346,693
IV,531346,531347,708
IV,531347,531348,703
IV,531348,531349,696
IV,531349,531350,701
IV,531350,531351,700
IV,531351,531352,695
IV,531352,531353,730
IV,531353,531354,750
IV,531354,531355,760
IV,531355,531356,756
IV,531356,531358,733
IV,531358,531359,726
IV,531359,531360,759
IV,531360,531361,761
IV,531361,531362,673
IV,531362,531363,675
IV,531363,531364,652
IV,531364,531365,673
IV,531365,531369,677
IV,531369,531370,676
IV,531370,531371,683
IV,531371,531372,681
IV,531372,531373,683
IV,531373,531374,686
IV,531374,531375,685
IV,531375,531376,686
IV,531376,531377,699
IV,531377,531378,701
IV,531378,531379,708
IV,531379,531380,698
IV,531380,531382,705
IV,531382,531384,710
IV,531384,531385,709
IV,531385,531386,681
IV,531386,531387,684
IV,531387,531388,681
IV,531388,531389,680
IV,531389,531390,657
IV,531390,531391,671
IV,531391,531394,658
IV,531394,531396,662
IV,531396,531397,664
IV,531397,531398,660
IV,531398,531399,662
IV,531399,531400,641
IV,531400,531401,644
IV,531401,531402,642
IV,531402,531403,645
IV,531403,531404,646
IV,531404,531405,644
IV,531405,531406,642
IV,531406,531407,643
IV,531407,531408,646
IV,531408,531409,649
IV,531409,531410,665
IV,531410,531411,661
IV,531411,531412,662
IV,531412,531413,688
IV,531413,531414,690
IV,531414,531415,696
IV,531415,531416,693
IV,531416,531417,699
IV,531417,531418,691
IV,531418,531421,694
IV,531421,531422,692
IV,531422,531424,687
IV,531424,531425,689
IV,531425,531426,701
IV,531426,531427,694
IV,531427,531428,690
IV,531428,531430,689
IV,531430,531431,690
IV,531431,531432,712
IV,531432,531433,711
IV,531433,531434,705
IV,531434,531436,702
IV,531436,531438,690
IV,531438,531439,689
IV,531439,531440,680
IV,531440,531441,682
IV,531441,531442,674
IV,531442,531443,668
IV,531443,531446,673
IV,531446,531447,669
IV,531447,531448,661
IV,531448,531449,662
IV,531449,531450,655
IV,531450,531451,660
IV,531451,531452,664
IV,531452,531453,636
IV,531453,531454,637
IV,531454,531456,636
IV,531456,531457,643
IV,531457,531458,633
IV,531458,531459,662
IV,531459,531460,644
IV,531460,531461,639
IV,531461,531462,641
IV,531462,531463,635
IV,531463,531464,637
IV,531464,531466,640
IV,531466,531467,646
IV,531467,531468,592
IV,531468,531469,591
IV,531469,531470,592
IV,531470,531472,591
IV,531472,531473,589
IV,531473,531474,570
IV,531474,531475,573
IV,531475,531476,562
IV,531476,531477,568
IV,531477,531478,566
IV,531478,531480,556
IV,531480,531482,553
IV,531482,531483,551
IV,531483,531485,545
IV,531485,531487,532
IV,531487,531488,529
IV,531488,531489,531
IV,531489,531490,532
IV,531490,531492,524
IV,531492,531494,516
IV,531494,531495,513
IV,531495,531496,512
IV,531496,531497,511
IV,531497,531498,498
IV,531498,531499,497
IV,531499,531500,495
IV,531500,531501,493
IV,531501,531503,494
IV,531503,531504,456
IV,531730,531734,449
IV,531734,531735,450
IV,531735,531736,451
IV,531736,531737,452
IV,531737,531738,456
IV,531738,531742,457
IV,531742,531744,465
IV,531744,531745,466
IV,531745,531746,470
IV,531746,531747,476
IV,531747,531749,478
IV,531749,531751,479
IV,531751,531752,484
IV,531752,531754,485
IV,531754,531755,484
IV,531755,531756,483
IV,531756,531757,489
IV,531757,531758,494
IV,531758,531759,497
IV,531759,531760,510
IV,531760,531762,513
IV,531762,531763,514
IV,531763,531765,519
IV,531765,531767,520
IV,531767,531768,530
IV,531768,531769,527
IV,531769,531770,524
IV,531770,531772,527
IV,531772,531775,532
IV,531775,531776,541
IV,531776,531777,539
IV,531777,531778,540
IV,531778,531779,549
IV,531779,531780,548
IV,531780,531781,554
IV,531781,531782,560
IV,531782,531783,561
IV,531783,531784,586
IV,531784,531785,596
IV,531785,531786,595
IV,531786,531787,594
IV,531787,531789,590
IV,531789,531790,591
IV,531790,531791,584
IV,531791,531792,582
IV,531792,531793,577
IV,531793,531794,578
IV,531794,531795,588
IV,531795,531796,581
IV,531796,531797,600
IV,531797,531799,599
IV,531799,531800,603
IV,531800,531801,600
IV,531801,531803,614
IV,531803,531804,605
IV,531804,531805,604
IV,531805,531806,568
IV,531806,531807,571
IV,531807,531809,572
IV,531809,531810,568
IV,531810,531811,556
IV,531811,531812,542
IV,531812,531814,572
IV,531814,531815,578
IV,531815,531816,577
IV,531816,531817,573
IV,531817,531819,578
IV,531819,531820,580
IV,531820,531821,593
IV,531821,531822,587
IV,531822,531824,594
IV,531824,531825,592
IV,531825,531826,608
IV,531826,531827,623
IV,531827,531828,628
IV,531828,531829,632
IV,531829,531830,658
IV,531830,531831,647
IV,531831,531832,646
IV,531832,531834,640
IV,531834,531835,650
IV,531835,531836,648
IV,531836,531837,664
IV,531837,531838,662
IV,531838,531839,657
IV,531839,531840,655
IV,531840,531841,646
IV,531841,531842,654
IV,531842,531843,660
IV,531843,531844,658
IV,531844,531845,649
IV,531845,531846,647
IV,531846,531847,651
IV,531847,531849,654
IV,531849,531850,646
IV,531850,531851,648
IV,531851,531852,654
IV,531852,531853,647
IV,531853,531854,668
IV,531854,531855,656
IV,531855,531856,655
IV,531856,531857,748
IV,531857,531858,749
IV,531858,531859,757
IV,531859,531860,751
IV,531860,531861,744
IV,531861,531862,760
IV,531862,531863,750
IV,531863,531864,757
IV,531864,531865,744
IV,531865,531866,706
IV,531866,531867,701
IV,531867,531868,700
IV,531868,531870,706
IV,531870,531871,704
IV,531871,531872,712
IV,531872,531875,750
IV,531875,531876,743
IV,531876,531877,748
IV,531877,531878,743
IV,531878,531879,753
IV,531879,531880,752
IV,531880,531881,727
IV,531881,531882,716
IV,531882,531883,715
IV,531883,531884,718
IV,531884,531885,741
IV,531885,531886,743
IV,531886,531887,742
IV,531887,531888,743
IV,531888,531889,737
IV,531889,531890,739
IV,531890,531891,741
IV,531891,531892,745
IV,531892,531893,753
IV,531893,531894,747
IV,531894,531895,761
IV,531895,531896,764
IV,531896,531897,768
IV,531897,531898,766
IV,531898,531900,792
IV,531900,531901,791
IV,531901,531902,792
IV,531902,531903,798
IV,531903,531904,796
IV,531904,531905,797
IV,531905,531907,803
IV,531907,531908,794
IV,531908,531909,792
IV,531909,531910,789
IV,531910,531911,775
IV,531911,531912,771
IV,531912,531913,775
IV,531913,531914,774
IV,531914,531915,772
IV,531915,531916,774
IV,531916,531918,773
IV,531918,531919,762
IV,531919,531920,774
IV,531920,531921,778
IV,531921,531922,777
IV,531922,531923,779
IV,531923,531926,774
IV,531926,531927,808
IV,531927,531928,821
IV,531928,531929,820
IV,531929,531930,815
IV,531930,531931,820
IV,531931,531932,819
IV,531932,531933,812
IV,531933,531934,831
IV,531934,531935,824
IV,531935,531937,812
IV,531937,531938,814
IV,531938,531939,825
IV,531939,531940,827
IV,531940,531941,826
IV,531941,531942,828
IV,531942,531943,813
IV,531943,531945,846
IV,531945,531946,838
IV,531946,531947,837
IV,531947,531948,816
IV,531948,531950,832
IV,531950,531951,828
IV,531951,531952,829
IV,531952,531953,793
IV,531953,531954,794
IV,531954,531956,812
IV,531956,531957,815
IV,531957,531958,816
IV,531958,531959,814
IV,531959,531960,827
IV,531960,531961,828
IV,531961,531962,830
IV,531962,531963,832
IV,531963,531964,810
IV,531964,531965,817
IV,531965,531966,810
IV,531966,531967,806
IV,531967,531968,815
IV,531968,531970,812
IV,531970,531971,809
IV,531971,531972,824
IV,531972,531973,832
IV,531973,531976,825
IV,531976,531977,808
IV,531977,531978,793
IV,531978,531979,817
IV,531979,531980,819
IV,531980,531981,791
IV,531981,531982,788
IV,531982,531983,781
IV,531983,531984,794
IV,531984,531985,805
IV,531985,531986,798
IV,531986,531987,806
IV,531987,531988,785
IV,531988,531990,779
IV,531990,531991,778
IV,531991,531992,786
IV,531992,531993,778
IV,531993,531994,766
IV,531994,531995,767
IV,531995,531996,768
IV,531996,531997,767
IV,531997,531998,766
IV,531998,531999,783
IV,531999,532000,784
IV,532000,532001,791
IV,532001,532002,788
IV,532002,532003,785
IV,532003,532004,786
IV,532004,532005,769
IV,532005,532007,777
IV,532007,532008,692
IV,532008,532009,696
IV,532009,532010,688
IV,532010,532012,691
IV,532012,532013,695
IV,532013,532014,715
IV,532014,532015,711
IV,532015,532017,715
IV,532017,532018,713
IV,532018,532019,755
IV,532019,532020,752
IV,532020,532021,768
IV,532021,532022,767
IV,532022,532023,757
IV,532023,532025,723
IV,532025,532026,730
IV,532026,532028,740
IV,532028,532029,750
IV,532029,532030,737
IV,532030,532031,729
IV,532031,532032,730
IV,532032,532033,725
IV,532033,532035,724
IV,532035,532036,704
IV,532036,532037,711
IV,532037,532038,712
IV,532038,532040,709
IV,532040,532041,712
IV,532041,532042,711
IV,532042,532043,708
IV,532043,532044,702
IV,532044,532045,723
IV,532045,532046,711
IV,532046,532047,708
IV,532047,532048,702
IV,532048,532049,698
IV,532049,532051,680
IV,532051,532052,682
IV,532052,532053,684
IV,532053,532054,675
IV,532054,532055,682
IV,532055,532056,681
IV,532056,532058,675
IV,532058,532059,676
IV,532059,532061,675
IV,532061,532062,673
IV,532062,532063,675
IV,532063,532066,671
IV,532066,532067,669
IV,532067,532069,711
IV,532069,532070,722
IV,532070,532071,714
IV,532071,532072,712
IV,532072,532073,741
IV,532073,532074,742
IV,532074,532076,744
IV,532076,532077,763
IV,532077,532078,753
IV,532078,532079,740
IV,532079,532080,742
IV,532080,532081,738
IV,532081,532082,732
IV,532082,532084,731
IV,532084,532085,714
IV,532085,532086,699
IV,532086,532087,693
IV,532087,532088,694
IV,532088,532089,691
IV,532089,532090,685
IV,532090,532092,693
IV,532092,532093,690
IV,532093,532094,687
IV,532094,532095,664
IV,532095,532096,687
IV,532096,532099,706
IV,532099,532100,717
IV,532100,532101,718
IV,532101,532102,723
IV,532102,532104,724
IV,532104,532105,723
IV,532105,532106,703
IV,532106,532108,708
IV,532108,532109,726
IV,532109,532110,731
IV,532110,532111,757
IV,532111,532113,756
IV,532113,532114,754
IV,532114,532115,755
IV,532115,532116,756
IV,532116,532118,758
IV,532118,532120,749
IV,532120,532122,774
IV,532122,532123,749
IV,532123,532125,741
IV,532125,532126,750
IV,532126,532128,762
IV,532128,532129,767
IV,532129,532130,740
IV,532130,532131,736
IV,532131,532132,735
IV,532132,532133,728
IV,532133,532134,738
IV,532134,532135,720
IV,532135,532136,707
IV,532136,532137,705
IV,532137,532138,692
IV,532138,532140,693
IV,532140,532141,703
IV,532141,532142,707
IV,532142,532143,709
IV,532143,532145,708
IV,532145,532146,706
IV,532146,532147,705
IV,532147,532149,721
IV,532149,532150,707
IV,532150,532151,710
IV,532151,532152,705
IV,532152,532154,712
IV,532154,532156,717
IV,532156,532157,710
IV,532157,532158,720
IV,532158,532159,718
IV,532159,532160,741
IV,532160,532161,774
IV,532161,532162,773
IV,532162,532163,772
IV,532163,532164,754
IV,532164,532165,738
IV,532165,532166,740
IV,532166,532167,739
IV,532167,532168,743
IV,532168,532169,742
IV,532169,532170,695
IV,532170,532171,696
IV,532171,532172,679
IV,532172,532173,695
IV,532173,532174,693
IV,532174,532176,687
IV,532176,532177,677
IV,532177,532178,676
IV,532178,532179,671
IV,532179,532182,655
IV,532182,532185,672
IV,532185,532186,670
IV,532186,532187,669
IV,532187,532188,663
IV,532188,532189,666
IV,532189,532190,667
IV,532190,532191,666
IV,532191,532192,658
IV,532192,532194,663
IV,532194,532195,668
IV,532195,532196,652
IV,532196,532200,653
IV,532200,532202,654
IV,532202,532203,713
IV,532203,532204,711
IV,532204,532205,709
IV,532205,532208,703
IV,532208,532209,704
IV,532209,532210,753
IV,532210,532213,754
IV,532213,532214,755
IV,532214,532215,790
IV,532215,532216,792
IV,532216,532218,789
IV,532218,532219,750
IV,532219,532220,767
IV,532220,532221,761
IV,532221,532222,763
IV,532222,532223,761
IV,532223,532224,735
IV,532224,532227,750
IV,532227,532228,734
IV,532228,532229,706
IV,532229,532230,721
IV,532230,532231,720
IV,532231,532233,721
IV,532233,532234,722
IV,532234,532235,736
IV,532235,532236,733
IV,532236,532237,738
IV,532237,532238,740
IV,532238,532239,737
IV,532239,532240,745
IV,532240,532241,741
IV,532241,532243,775
IV,532243,532244,777
IV,532244,532245,778
IV,532245,532246,775
IV,532246,532247,759
IV,532247,532248,749
IV,532248,532249,751
IV,532249,532250,761
IV,532250,532251,741
IV,532251,532252,749
IV,532252,532253,782
IV,532253,532254,787
IV,532254,532257,789
IV,532257,532258,793
IV,532258,532259,794
IV,532259,532260,787
IV,532260,532261,788
IV,532261,532262,747
IV,532262,532263,769
IV,532263,532264,768
IV,532264,532265,771
IV,532265,532266,770
IV,532266,532267,761
IV,532267,532268,769
IV,532268,532269,783
IV,532269,532271,791
IV,532271,532273,770
IV,532273,532274,776
IV,532274,532275,780
IV,532275,532276,779
IV,532276,532277,769
IV,532277,532278,761
IV,532278,532279,762
IV,532279,532280,754
IV,532280,532281,756
IV,532281,532282,758
IV,532282,532283,756
IV,532283,532284,766
IV,532284,532285,756
IV,532285,532286,761
IV,532286,532287,767
IV,532287,532289,768
IV,532289,532290,770
IV,532290,532291,771
IV,532291,532292,796
IV,532292,532293,793
IV,532293,532294,783
IV,532294,532297,791
IV,532297,532298,794
IV,532298,532299,779
IV,532299,532300,789
IV,532300,532301,791
IV,532301,532303,821
IV,532303,532304,814
IV,532304,532305,815
IV,532305,532306,809
IV,532306,532307,823
IV,532307,532308,828
IV,532308,532309,817
IV,532309,532310,820
IV,532310,532311,787
IV,532311,532312,757
IV,532312,532314,758
IV,532314,532315,763
IV,532315,532316,765
IV,532316,532317,770
IV,532317,532318,773
IV,532318,532320,771
IV,532320,532321,770
IV,532321,532322,798
IV,532322,532323,797
IV,532323,532324,793
IV,532324,532327,806
IV,532327,532328,807
IV,532328,532329,803
IV,532329,532331,811
IV,532331,532333,818
IV,532333,532334,802
IV,532334,532335,808
IV,532335,532336,809
IV,532336,532338,810
IV,532338,532339,808
IV,532339,532341,809
IV,532341,532342,812
IV,532342,532343,821
IV,532343,532344,822
IV,532344,532345,856
IV,532345,532346,849
IV,532346,532347,851
IV,532347,532350,856
IV,532350,532351,858
IV,532351,532352,867
IV,532352,532353,868
IV,532353,532354,804
IV,532354,532355,805
IV,532355,532357,808
IV,532357,532359,811
IV,532359,532360,810
IV,532360,532361,779
IV,532361,532362,782
IV,532362,532364,783
IV,532364,532365,781
IV,532365,532366,756
IV,532366,532367,759
IV,532367,532368,766
IV,532368,532369,767
IV,532369,532370,757
IV,532370,532371,742
IV,532371,532373,764
IV,532373,532374,769
IV,532374,532375,775
IV,532375,532376,754
IV,532376,532377,764
IV,532377,532378,765
IV,532378,532379,770
IV,532379,532380,774
IV,532380,532381,757
IV,532381,532382,782
IV,532382,532383,783
IV,532383,532384,785
IV,532384,532385,786
IV,532385,532386,769
IV,532386,532387,775
IV,532387,532388,774
IV,532388,532389,779
IV,532389,532390,795
IV,532390,532391,784
IV,532391,532392,785
IV,532392,532394,746
IV,532394,532395,754
IV,532395,532396,766
IV,532396,532397,794
IV,532397,532398,792
IV,532398,532399,787
IV,532399,532400,792
IV,532400,532401,783
IV,532401,532402,795
IV,532402,532403,790
IV,532403,532404,753
IV,532404,532406,744
IV,532406,532407,743
IV,532407,532408,760
IV,532408,532409,755
IV,532409,532410,757
IV,532410,532411,740
IV,532411,532412,730
IV,532412,532413,732
IV,532413,532414,710
IV,532414,532415,709
IV,532415,532416,717
IV,532416,532418,723
IV,532418,532419,714
IV,532419,532420,715
IV,532420,532421,713
IV,532421,532422,715
IV,532422,532423,738
IV,532423,532424,739
IV,532424,532425,736
IV,532425,532426,733
IV,532426,532427,736
IV,532427,532428,745
IV,532428,532429,744
IV,532429,532431,746
IV,532431,532432,744
IV,532432,532433,742
IV,532433,532434,766
IV,532434,532435,759
IV,532435,532436,784
IV,532436,532437,783
IV,532437,532438,777
IV,532438,532439,771
IV,532439,532440,773
IV,532440,532441,771
IV,532441,532442,772
IV,532442,532443,737
IV,532443,532445,744
IV,532445,532446,737
IV,532446,532448,738
IV,532448,532449,741
IV,532449,532450,743
IV,532450,532451,737
IV,532451,532452,736
IV,532452,532453,706
IV,532453,532455,708
IV,532455,532458,706
IV,532458,532459,720
IV,532459,532460,734
IV,532460,532461,731
IV,532461,532462,732
IV,532462,532463,731
IV,532463,532464,759
IV,532464,532465,760
IV,532465,532467,758
IV,532467,532468,746
IV,532468,532470,727
IV,532470,532472,730
IV,532472,532473,688
IV,532473,532474,696
IV,532474,532475,682
IV,532475,532476,669
IV,532476,532477,668
IV,532477,532478,674
IV,532478,532479,673
IV,532479,532480,668
IV,532480,532481,666
IV,532481,532482,669
IV,532482,532483,676
IV,532483,532484,673
IV,532484,532485,677
IV,532485,532487,670
IV,532487,532488,671
IV,532488,532489,673
IV,532489,532490,685
IV,532490,532491,677
IV,532491,532492,674
IV,532492,532493,673
IV,532493,532494,663
IV,532494,532495,664
IV,532495,532496,646
IV,532496,532497,655
IV,532497,532498,660
IV,532498,532500,650
IV,532500,532501,653
IV,532501,532502,647
IV,532502,532503,641
IV,532503,532504,644
IV,532504,532505,650
IV,532505,532506,651
IV,532506,532507,645
IV,532507,532508,646
IV,532508,532509,644
IV,532509,532510,646
IV,532510,532511,660
IV,532511,532512,657
IV,532512,532513,656
IV,532513,532514,655
IV,532514,532515,657
IV,532515,532516,660
IV,532516,532517,665
IV,532517,532518,663
IV,532518,532519,656
IV,532519,532520,654
IV,532520,532521,651
IV,532521,532522,650
IV,532522,532523,636
IV,532523,532524,646
IV,532524,532525,644
IV,532525,532526,631
IV,532526,532527,635
IV,532527,532528,623
IV,532528,532530,620
IV,532530,532531,618
IV,532531,532532,638
IV,532532,532533,614
IV,532533,532535,610
IV,532535,532536,607
IV,532536,532537,621
IV,532537,532538,636
IV,532538,532539,650
IV,532539,532540,647
IV,532540,532541,630
IV,532541,532542,640
IV,532542,532543,644
IV,532543,532545,651
IV,532545,532546,641
IV,532546,532547,634
IV,532547,532548,640
IV,532548,532549,643
IV,532549,532550,654
IV,532550,532551,647
IV,532551,532552,651
IV,532552,532555,637
IV,532555,532556,634
IV,532556,532557,632
IV,532557,532558,642
IV,532558,532559,621
IV,532559,532560,622
IV,532560,532561,619
IV,532561,532562,617
IV,532562,532563,620
IV,532563,532564,618
IV,532564,532565,644
IV,532565,532566,646
IV,532566,532567,635
IV,532567,532568,630
IV,532568,532569,632
IV,532569,532570,640
IV,532570,532571,633
IV,532571,532572,634
IV,532572,532573,633
IV,532573,532575,606
IV,532575,532576,622
IV,532576,532577,621
IV,532577,532578,647
IV,532578,532579,642
IV,532579,532580,638
IV,532580,532581,649
IV,532581,532582,650
IV,532582,532583,656
IV,532583,532584,660
IV,532584,532585,635
IV,532585,532586,642
IV,532586,532587,616
IV,532587,532590,605
IV,532590,532591,601
IV,532591,532592,596
IV,532592,532593,595
IV,532593,532594,597
IV,532594,532595,591
IV,532595,532596,592
IV,532596,532597,591
IV,532597,532598,592
IV,532598,532599,593
IV,532599,532600,631
IV,532600,532602,630
IV,532602,532604,628
IV,532604,532606,625
IV,532606,532607,626
IV,532607,532608,636
IV,532608,532609,617
IV,532609,532610,609
IV,532610,532612,601
IV,532612,532613,602
IV,532613,532614,622
IV,532614,532615,606
IV,532615,532616,605
IV,532616,532617,602
IV,532617,532618,600
IV,532618,532619,597
IV,532619,532621,596
IV,532621,532622,606
IV,532622,532623,607
IV,532623,532624,619
IV,532624,532626,634
IV,532626,532627,636
IV,532627,532628,634
IV,532628,532629,628
IV,532629,532631,634
IV,532631,532632,635
IV,532632,532633,637
IV,532633,532634,620
IV,532634,532635,629
IV,532635,532636,626
IV,532636,532637,634
IV,532637,532638,640
IV,532638,532639,647
IV,532639,532640,646
IV,532640,532642,635
IV,532642,532643,643
IV,532643,532644,644
IV,532644,532645,643
IV,532645,532646,650
IV,532646,532647,640
IV,532647,532648,639
IV,532648,532650,631
IV,532650,532651,634
IV,532651,532652,641
IV,532652,532653,664
IV,532653,532654,665
IV,532654,532655,661
IV,532655,532656,654
IV,532656,532657,651
IV,532657,532660,653
IV,532660,532661,649
IV,532661,532662,631
IV,532662,532663,626
IV,532663,532664,625
IV,532664,532665,628
IV,532665,532666,624
IV,532666,532667,620
IV,532667,532670,615
IV,532670,532671,617
IV,532671,532672,619
IV,532672,532673,632
IV,532673,532674,624
IV,532674,532675,614
IV,532675,532677,612
IV,532677,532678,616
IV,532678,532679,624
IV,532679,532680,628
IV,532680,532681,625
IV,532681,532682,622
IV,532682,532683,617
IV,532683,532684,629
IV,532684,532685,639
IV,532685,532687,637
IV,532687,532688,625
IV,532688,532689,608
IV,532689,532690,633
IV,532690,532692,634
IV,532692,532693,620
IV,532693,532694,617
IV,532694,532696,616
IV,532696,532698,629
IV,532698,532699,590
IV,532699,532700,592
IV,532700,532701,583
IV,532701,532702,589
IV,532702,532703,584
IV,532703,532704,578
IV,532704,532706,576
IV,532706,532707,651
IV,532707,532708,653
IV,532708,532709,646
IV,532709,532710,647
IV,532710,532711,650
IV,532711,532713,649
IV,532713,532714,646
IV,532714,532715,651
IV,532715,532716,633
IV,532716,532717,635
IV,532717,532718,667
IV,532718,532719,665
IV,532719,532720,663
IV,532720,532721,657
IV,532721,532722,654
IV,532722,532724,667
IV,532724,532725,669
IV,532725,532726,668
IV,532726,532727,643
IV,532727,532728,648
IV,532728,532729,627
IV,532729,532731,623
IV,532731,532732,611
IV,532732,532733,609
IV,532733,532734,603
IV,532734,532735,605
IV,532735,532736,609
IV,532736,532738,605
IV,532738,532740,603
IV,532740,532741,605
IV,532741,532742,610
IV,532742,532743,613
IV,532743,532744,612
IV,532744,532745,610
IV,532745,532748,611
IV,532748,532749,609
IV,532749,532750,623
IV,532750,532751,584
IV,532751,532752,583
IV,532752,532755,584
IV,532755,532756,613
IV,532756,532757,614
IV,532757,532758,613
IV,532758,532759,602
IV,532759,532760,598
IV,532760,532761,599
IV,532761,532763,595
IV,532763,532764,620
IV,532764,532765,601
IV,532765,532766,619
IV,532766,532767,620
IV,532767,532768,635
IV,532768,532769,639
IV,532769,532770,640
IV,532770,532771,641
IV,532771,532772,648
IV,532772,532774,638
IV,532774,532775,626
IV,532775,532776,616
IV,532776,532778,622
IV,532778,532779,624
IV,532779,532780,617
IV,532780,532781,611
IV,532781,532782,609
IV,532782,532783,608
IV,532783,532784,603
IV,532784,532785,602
IV,532785,532786,598
IV,532786,532787,617
IV,532787,532788,609
IV,532788,532789,605
IV,532789,532791,598
IV,532791,532793,599
IV,532793,532794,629
IV,532794,532795,626
IV,532795,532796,617
IV,532796,532798,610
IV,532798,532799,608
IV,532799,532800,614
IV,532800,532801,615
IV,532801,532802,613
IV,532802,532803,593
IV,532803,532804,577
IV,532804,532806,576
IV,532806,532807,578
IV,532807,532808,580
IV,532808,532809,579
IV,532809,532811,578
IV,532811,532813,583
IV,532813,532814,582
IV,532814,532816,605
IV,532816,532817,608
IV,532817,532819,610
IV,532819,532820,628
IV,532820,532821,626
IV,532821,532822,625
IV,532822,532823,620
IV,532823,532824,607
IV,532824,532825,626
IV,532825,532828,627
IV,532828,532829,616
IV,532829,532830,614
IV,532830,532831,618
IV,532831,532832,620
IV,532832,532833,626
IV,532833,532834,607
IV,532834,532835,601
IV,532835,532837,596
IV,532837,532838,599
IV,532838,532839,607
IV,532839,532840,610
IV,532840,532841,580
IV,532841,532842,578
IV,532842,532843,579
IV,532843,532845,588
IV,532845,532847,581
IV,532847,532848,569
IV,532848,532849,636
IV,532849,532850,642
IV,532850,532852,643
IV,532852,532853,639
IV,532853,532854,643
IV,532854,532855,644
IV,532855,532856,650
IV,532856,532857,649
IV,532857,532858,567
IV,532858,532859,576
IV,532859,532861,587
IV,532861,532863,585
IV,532863,532864,602
IV,532864,532865,606
IV,532865,532866,607
IV,532866,532868,605
IV,532868,532869,574
IV,532869,532870,577
IV,532870,532871,583
IV,532871,532873,584
IV,532873,532875,574
IV,532875,532876,573
IV,532876,532877,574
IV,532877,532878,572
IV,532878,532879,571
IV,532879,532880,570
IV,532880,532881,574
IV,532881,532882,575
IV,532882,532883,572
IV,532883,532884,571
IV,532884,532885,577
IV,532885,532886,584
IV,532886,532887,578
